Student_ID,Parent_Education_Level,Family_Income_Level,Internet_Access_at_Home,Stress_Level (1-10)
S4477,High School,Low,No,1
S4478,Master's,High,No,1
S4479,Master's,Low,No,10
S4480,Master's,Low,No,4
S4481,Master's,Medium,Yes,5
S4482,High School,Medium,Yes,2
S4483,Bachelor's,High,Yes,10
S4484,PhD,Medium,No,6
S4485,PhD,High,Yes,2
S4486,None,High,Yes,7
S4487,High School,High,No,10
S4488,PhD,High,No,2
S4489,High School,Low,Yes,1
S4490,High School,Low,No,9
S4491,Master's,Low,No,4
S4492,None,Low,No,1
S4493,High School,Medium,Yes,8
S4494,PhD,High,Yes,9
S4495,PhD,Medium,No,6
S4496,None,Low,Yes,10
S4497,High School,High,No,10
S4498,Master's,High,Yes,4
S4499,None,Medium,No,2
S4500,High School,Low,No,8
S4501,None,Medium,Yes,3
S4502,Master's,High,No,6
S4503,Bachelor's,Low,Yes,6
S4504,Bachelor's,Low,Yes,1
S4505,Bachelor's,Medium,No,7
S4506,Master's,Medium,Yes,7
S4507,Master's,Medium,No,5
S4508,None,Low,Yes,2
S4509,PhD,High,Yes,4
S4510,Master's,Low,No,7
S4511,Master's,Low,No,6
S4512,Bachelor's,Low,Yes,9
S4513,Bachelor's,Low,No,8
S4514,Bachelor's,Medium,Yes,5
S4515,PhD,Medium,Yes,7
S4516,Bachelor's,High,No,3
S4517,Bachelor's,Low,No,4
S4518,PhD,Low,Yes,7
S4519,Bachelor's,High,Yes,1
S4520,None,Low,Yes,9
S4521,None,Low,No,7
S4522,High School,High,Yes,9
S4523,None,High,Yes,7
S4524,PhD,High,Yes,5
S4525,Bachelor's,High,No,1
S4526,High School,Low,No,7
S4527,Master's,High,No,10
S4528,Master's,High,Yes,9
S4529,None,Medium,Yes,3
S4530,High School,Medium,No,5
S4531,Master's,High,Yes,10
S4532,Master's,High,Yes,3
S4533,Master's,Medium,Yes,1
S4534,None,High,No,8
S4535,None,Medium,No,7
S4536,High School,Medium,Yes,10
S4537,None,Medium,No,8
S4538,None,Low,No,3
S4539,PhD,Medium,No,5
S4540,None,High,No,7
S4541,High School,High,Yes,9
S4542,None,Medium,Yes,6
S4543,None,Low,Yes,3
S4544,PhD,High,Yes,7
S4545,High School,Medium,No,7
S4546,Master's,High,Yes,3
S4547,PhD,Medium,No,5
S4548,None,High,Yes,6
S4549,Bachelor's,Low,No,1
S4550,PhD,Low,Yes,1
S4551,PhD,Low,No,4
S4552,High School,Low,Yes,10
S4553,Master's,High,Yes,7
S4554,Master's,High,No,7
S4555,Master's,Low,No,8
S4556,PhD,High,Yes,6
S4557,Bachelor's,Medium,Yes,7
S4558,High School,Low,No,6
S4559,Bachelor's,High,Yes,5
S4560,Master's,Medium,No,10
S4561,PhD,Medium,No,6
S4562,Master's,High,No,10
S4563,Bachelor's,Low,Yes,4
S4564,Master's,Medium,Yes,7
S4565,None,Low,No,8
S4566,High School,High,Yes,8
S4567,Bachelor's,High,No,4
S4568,None,High,No,3
S4569,Master's,Low,No,7
S4570,High School,Low,No,7
S4571,High School,Medium,Yes,3
S4572,High School,Medium,No,1
S4573,PhD,Low,Yes,3
S4574,High School,High,No,3
S4575,None,Low,No,6
S4576,Bachelor's,Medium,Yes,2
S4577,None,High,No,4
S4578,Master's,Medium,Yes,5
S4579,PhD,High,Yes,6
S4580,PhD,Low,No,10
S4581,Master's,Medium,Yes,9
S4582,Bachelor's,High,No,10
S4583,PhD,Medium,No,5
S4584,Master's,Low,No,2
S4585,Master's,Medium,Yes,7
S4586,Master's,Medium,No,10
S4587,Master's,High,Yes,1
S4588,High School,High,No,8
S4589,Bachelor's,Low,No,7
S4590,Master's,High,Yes,8
S4591,High School,High,No,1
S4592,High School,Medium,Yes,6
S4593,None,Low,Yes,5
S4594,Master's,Low,No,2
S4595,High School,High,Yes,8
S4596,None,Medium,Yes,10
S4597,None,Low,Yes,2
S4598,Master's,Low,No,2
S4599,PhD,Medium,No,9
S4600,High School,High,No,6
S4601,PhD,High,No,3
S4602,None,High,Yes,9
S4603,PhD,Medium,Yes,2
S4604,PhD,Medium,No,8
S4605,Master's,Low,No,4
S4606,None,Medium,Yes,10
S4607,Bachelor's,High,Yes,2
S4608,High School,Low,Yes,5
S4609,Master's,Medium,Yes,3
S4610,Master's,Medium,No,9
S4611,Bachelor's,Low,Yes,8
S4612,Master's,High,Yes,6
S4613,None,High,No,6
S4614,Master's,Medium,Yes,9
S4615,Master's,Low,No,2
S4616,Bachelor's,Medium,No,7
S4617,High School,Low,No,3
S4618,High School,Medium,Yes,3
S4619,PhD,High,Yes,4
S4620,None,Low,No,5
S4621,Bachelor's,High,No,5
S4622,High School,High,Yes,10
S4623,Bachelor's,Low,Yes,1
S4624,PhD,Low,Yes,10
S4625,High School,Medium,Yes,6
S4626,Bachelor's,Low,No,2
S4627,None,Medium,Yes,2
S4628,None,Low,Yes,9
S4629,PhD,High,Yes,1
S4630,High School,Low,No,2
S4631,High School,Low,Yes,10
S4632,None,Medium,No,9
S4633,PhD,Medium,No,4
S4634,Master's,High,No,4
S4635,None,Low,Yes,10
S4636,None,Medium,No,9
S4637,Bachelor's,Low,No,5
S4638,PhD,High,No,4
S4639,Master's,Medium,Yes,9
S4640,PhD,High,No,4
S4641,PhD,Medium,No,4
S4642,None,Low,Yes,7
S4643,None,Medium,No,10
S4644,None,High,No,10
S4645,Bachelor's,Medium,No,1
S4646,Master's,Low,Yes,3
S4647,Master's,Low,Yes,10
S4648,PhD,High,No,4
S4649,None,High,Yes,8
S4650,PhD,Medium,Yes,9
S4651,None,Low,No,1
S4652,PhD,Low,No,3
S4653,PhD,Medium,No,3
S4654,Bachelor's,Medium,No,8
S4655,Bachelor's,High,No,5
S4656,PhD,High,No,5
S4657,None,Medium,No,8
S4658,PhD,Medium,Yes,6
S4659,None,Medium,No,6
S4660,High School,Low,No,7
S4661,Master's,High,Yes,10
S4662,PhD,High,No,1
S4663,High School,Low,No,9
S4664,PhD,High,No,5
S4665,Bachelor's,Medium,No,8
S4666,Master's,Low,No,10
S4667,PhD,Medium,No,6
S4668,Bachelor's,High,Yes,6
S4669,Bachelor's,Low,Yes,4
S4670,High School,High,Yes,3
S4671,Bachelor's,Medium,Yes,2
S4672,High School,Medium,No,10
S4673,None,High,Yes,4
S4674,None,Low,No,1
S4675,None,Low,No,6
S4676,None,Low,Yes,7
S4677,PhD,Medium,Yes,5
S4678,High School,High,No,10
S4679,None,Low,No,10
S4680,Bachelor's,Low,Yes,10
S4681,High School,Low,No,1
S4682,PhD,Low,No,3
S4683,None,Low,No,6
S4684,High School,High,No,7
S4685,Master's,Medium,No,9
S4686,None,High,No,2
S4687,High School,Medium,Yes,3
S4688,None,Medium,No,4
S4689,Master's,High,No,5
S4690,Bachelor's,Medium,Yes,7
S4691,Bachelor's,Medium,No,6
S4692,Master's,Medium,No,5
S4693,High School,Medium,Yes,6
S4694,PhD,Low,Yes,1
S4695,None,High,Yes,8
S4696,PhD,High,No,7
S4697,None,Low,No,3
S4698,PhD,Low,Yes,2
S4699,None,Low,No,9
S4700,Bachelor's,High,No,5
S4701,None,Low,Yes,9
S4702,None,High,Yes,9
S4703,Master's,Low,Yes,3
S4704,Master's,High,Yes,3
S4705,None,Medium,Yes,9
S4706,None,Low,Yes,3
S4707,High School,Medium,Yes,7
S4708,Bachelor's,Low,No,3
S4709,None,High,No,1
S4710,None,Medium,No,3
S4711,Bachelor's,Medium,No,5
S4712,High School,Medium,Yes,10
S4713,Master's,Low,Yes,8
S4714,Master's,Low,No,7
S4715,Bachelor's,Low,Yes,10
S4716,None,Medium,Yes,1
S4717,Master's,High,Yes,2
S4718,None,Medium,No,9
S4719,PhD,Medium,No,10
S4720,None,High,No,8
S4721,Master's,High,No,2
S4722,None,Medium,Yes,3
S4723,None,Medium,Yes,8
S4724,High School,High,No,4
S4725,High School,Medium,No,2
S4726,None,Medium,Yes,4
S4727,Bachelor's,High,No,6
S4728,Bachelor's,Low,No,8
S4729,Bachelor's,Medium,No,3
S4730,Bachelor's,Medium,No,5
S4731,Master's,Low,Yes,3
S4732,Bachelor's,High,No,8
S4733,Master's,Low,No,8
S4734,Bachelor's,Medium,Yes,6
S4735,None,Low,Yes,10
S4736,Bachelor's,High,Yes,1
S4737,None,Medium,Yes,3
S4738,None,Low,Yes,7
S4739,High School,Medium,Yes,8
S4740,PhD,High,Yes,3
S4741,PhD,Low,Yes,6
S4742,None,High,Yes,2
S4743,PhD,Medium,Yes,1
S4744,PhD,Medium,No,9
S4745,Bachelor's,High,Yes,9
S4746,PhD,Medium,Yes,5
S4747,PhD,High,Yes,1
S4748,PhD,High,No,2
S4749,High School,High,Yes,1
S4750,PhD,Medium,Yes,6
S4751,Bachelor's,High,No,2
S4752,Master's,Medium,Yes,1
S4753,High School,High,Yes,10
S4754,Bachelor's,Medium,No,6
S4755,None,Low,Yes,2
S4756,Bachelor's,High,Yes,9
S4757,Master's,Low,Yes,10
S4758,High School,Low,Yes,3
S4759,Master's,High,Yes,10
S4760,None,Low,Yes,8
S4761,None,Low,Yes,9
S4762,None,High,No,10
S4763,Bachelor's,Low,No,5
S4764,Bachelor's,High,Yes,6
S4765,PhD,High,Yes,10
S4766,None,Low,Yes,5
S4767,Master's,High,Yes,6
S4768,None,Low,No,2
S4769,High School,High,Yes,9
S4770,Bachelor's,High,No,7
S4771,None,High,No,6
S4772,PhD,Low,No,4
S4773,None,Medium,Yes,10
S4774,PhD,Low,Yes,9
S4775,Bachelor's,High,Yes,7
S4776,Bachelor's,Low,No,4
S4777,PhD,High,Yes,3
S4778,High School,Medium,Yes,10
S4779,Bachelor's,Medium,Yes,8
S4780,PhD,Low,Yes,6
S4781,Bachelor's,Low,Yes,2
S4782,None,Medium,Yes,7
S4783,Master's,Low,No,8
S4784,High School,High,No,5
S4785,Master's,High,Yes,3
S4786,High School,Low,No,8
S4787,None,Medium,No,2
S4788,PhD,High,Yes,10
S4789,PhD,High,Yes,6
S4790,PhD,High,No,7
S4791,None,High,No,10
S4792,Master's,Medium,No,9
S4793,Bachelor's,High,No,5
S4794,PhD,Medium,No,1
S4795,Bachelor's,Medium,No,10
S4796,Master's,Medium,No,2
S4797,Bachelor's,High,No,8
S4798,Bachelor's,High,No,1
S4799,Bachelor's,Medium,Yes,2
S4800,None,High,No,5
S4801,Master's,High,No,10
S4802,Bachelor's,High,Yes,3
S4803,PhD,Medium,No,4
S4804,PhD,Medium,Yes,10
S4805,Master's,High,No,5
S4806,None,High,No,3
S4807,Bachelor's,Medium,Yes,5
S4808,None,Low,Yes,3
S4809,Master's,Medium,No,1
S4810,High School,High,Yes,7
S4811,PhD,Low,No,4
S4812,Bachelor's,High,No,8
S4813,Bachelor's,Medium,Yes,4
S4814,Master's,High,Yes,7
S4815,Master's,Low,Yes,3
S4816,None,High,No,2
S4817,PhD,Medium,No,3
S4818,None,Medium,Yes,7
S4819,Master's,Medium,Yes,3
S4820,PhD,Medium,No,10
S4821,Master's,Low,Yes,8
S4822,None,High,No,8
S4823,None,High,No,1
S4824,None,Low,Yes,7
S4825,High School,High,No,8
S4826,None,Low,Yes,9
S4827,Bachelor's,Low,No,8
S4828,None,Low,Yes,10
S4829,Master's,Low,No,6
S4830,None,Medium,Yes,8
S4831,Master's,Low,Yes,3
S4832,Master's,Low,No,2
S4833,PhD,Medium,Yes,1
S4834,High School,Low,Yes,8
S4835,Master's,Low,No,7
S4836,Master's,Medium,Yes,6
S4837,Bachelor's,Low,Yes,3
S4838,None,High,No,6
S4839,High School,Low,Yes,5
S4840,High School,Medium,No,5
S4841,PhD,Low,Yes,4
S4842,Master's,Low,No,5
S4843,Master's,Medium,Yes,5
S4844,Bachelor's,Medium,Yes,5
S4845,High School,High,No,10
S4846,None,High,Yes,10
S4847,PhD,High,Yes,8
S4848,PhD,High,No,2
S4849,PhD,Medium,No,2
S4850,PhD,High,No,6
S4851,High School,High,Yes,3
S4852,Master's,Medium,Yes,10
S4853,High School,Low,No,10
S4854,None,Low,Yes,10
S4855,PhD,Low,No,10
S4856,High School,Low,No,4
S4857,None,Low,No,3
S4858,Bachelor's,Medium,Yes,4
S4859,PhD,High,Yes,2
S4860,Master's,High,Yes,9
S4861,Master's,High,No,3
S4862,Master's,Low,Yes,7
S4863,None,Medium,Yes,9
S4864,High School,Low,No,9
S4865,PhD,Medium,Yes,6
S4866,PhD,Medium,No,1
S4867,PhD,Low,No,10
S4868,PhD,Medium,No,2
S4869,Bachelor's,Low,Yes,9
S4870,PhD,High,Yes,5
S4871,Bachelor's,Medium,No,10
S4872,High School,Medium,No,2
S4873,Master's,High,No,6
S4874,Bachelor's,High,Yes,7
S4875,Master's,Medium,Yes,10
S4876,Master's,High,Yes,10
S4877,None,High,Yes,10
S4878,Bachelor's,Medium,No,6
S4879,PhD,Low,No,1
S4880,None,Medium,No,1
S4881,PhD,Medium,No,2
S4882,Master's,Low,Yes,9
S4883,None,High,No,1
S4884,PhD,Medium,Yes,9
S4885,PhD,High,Yes,6
S4886,High School,High,No,2
S4887,None,Low,Yes,10
S4888,None,Medium,No,3
S4889,Master's,Low,Yes,9
S4890,Master's,Low,No,10
S4891,None,Low,No,2
S4892,High School,Medium,Yes,5
S4893,High School,Medium,No,8
S4894,Master's,Low,Yes,10
S4895,Bachelor's,Medium,No,6
S4896,PhD,Medium,Yes,8
S4897,Master's,High,No,6
S4898,High School,High,Yes,4
S4899,None,Low,Yes,8
S4900,High School,Low,No,9
S4901,None,High,Yes,5
S4902,Master's,High,No,3
S4903,PhD,High,No,1
S4904,PhD,Medium,Yes,2
S4905,Master's,High,No,1
S4906,PhD,Low,Yes,10
S4907,PhD,High,No,9
S4908,Bachelor's,High,Yes,7
S4909,Bachelor's,High,Yes,10
S4910,Bachelor's,Low,No,2
S4911,None,Low,Yes,3
S4912,Bachelor's,Low,Yes,3
S4913,Master's,Low,No,1
S4914,Bachelor's,High,Yes,3
S4915,Master's,Low,No,1
S4916,Bachelor's,High,Yes,3
S4917,PhD,High,No,3
S4918,Bachelor's,Medium,Yes,5
S4919,Master's,Low,No,3
S4920,Master's,Low,No,10
S4921,Master's,Medium,No,3
S4922,Bachelor's,High,Yes,1
S4923,None,Low,Yes,9
S4924,Master's,High,Yes,1
S4925,None,Medium,No,7
S4926,Bachelor's,Low,Yes,7
S4927,None,High,No,8
S4928,None,High,Yes,7
S4929,Master's,Medium,Yes,10
S4930,Bachelor's,High,Yes,6
S4931,Master's,Medium,No,8
S4932,PhD,Medium,Yes,10
S4933,High School,Medium,Yes,4
S4934,None,Low,Yes,4
S4935,Bachelor's,Medium,Yes,3
S4936,None,Low,Yes,8
S4937,Bachelor's,High,No,6
S4938,Master's,Low,Yes,8
S4939,High School,High,No,8
S4940,High School,Medium,No,7
S4941,High School,Low,No,3
S4942,High School,Low,No,5
S4943,None,Low,Yes,2
S4944,Bachelor's,Medium,Yes,1
S4945,PhD,Medium,No,3
S4946,Bachelor's,Low,No,4
S4947,None,Medium,Yes,4
S4948,Master's,Medium,No,2
S4949,PhD,Low,No,3
S4950,PhD,Medium,No,8
S4951,PhD,High,Yes,9
S4952,None,Low,Yes,2
S4953,High School,Medium,No,6
S4954,High School,High,Yes,1
S4955,High School,Low,Yes,4
S4956,Bachelor's,High,Yes,9
S4957,High School,Medium,Yes,1
S4958,PhD,High,Yes,3
S4959,High School,High,Yes,7
S4960,PhD,Low,No,8
S4961,PhD,Low,No,7
S4962,Bachelor's,High,Yes,7
S4963,High School,High,Yes,6
S4964,Master's,High,Yes,7
S4965,High School,Medium,Yes,7
S4966,Master's,Medium,No,9
S4967,Bachelor's,Medium,No,9
S4968,None,Low,Yes,10
S4969,Bachelor's,Low,Yes,10
S4970,Bachelor's,Low,No,10
S4971,Master's,Low,No,8
S4972,Bachelor's,High,Yes,9
S4973,PhD,Low,No,6
S4974,Bachelor's,Low,Yes,4
S4975,Bachelor's,High,Yes,9
S4976,Master's,High,Yes,2
S4977,Bachelor's,Medium,Yes,8
S4978,Bachelor's,High,Yes,2
S4979,High School,High,No,7
S4980,PhD,Low,No,9
S4981,PhD,High,No,10
S4982,PhD,Medium,No,4
S4983,Bachelor's,High,No,8
S4984,PhD,Medium,No,7
S4985,High School,Low,Yes,10
S4986,None,High,No,3
S4987,None,Medium,Yes,1
S4988,High School,Medium,Yes,8
S4989,None,Low,No,9
S4990,None,High,No,5
S4991,Master's,Low,Yes,4
S4992,Bachelor's,Medium,No,2
S4993,Master's,Low,Yes,1
S4994,Master's,Medium,Yes,4
S4995,High School,High,Yes,8
S4996,None,Medium,Yes,9
S4997,High School,High,No,1
S4998,PhD,Medium,Yes,4
S4999,Master's,Low,Yes,5
S5000,None,Low,Yes,2
S5001,Bachelor's,Medium,Yes,2
S5002,Master's,Medium,No,3
S5003,None,Low,Yes,1
S5004,PhD,Low,Yes,8
S5005,High School,Medium,Yes,1
S5006,None,Medium,Yes,4
S5007,None,Low,Yes,7
S5008,Master's,High,Yes,3
S5009,None,High,No,9
S5010,PhD,High,No,3
S5011,Bachelor's,High,No,5
S5012,PhD,Low,Yes,2
S5013,None,Medium,No,5
S5014,Bachelor's,High,No,2
S5015,PhD,Low,No,8
S5016,Bachelor's,High,No,9
S5017,Master's,Medium,No,5
S5018,None,Low,No,6
S5019,Bachelor's,Medium,Yes,4
S5020,High School,Medium,Yes,10
S5021,Master's,Low,No,7
S5022,None,Medium,Yes,10
S5023,Master's,Medium,No,5
S5024,High School,High,No,5
S5025,None,Medium,Yes,1
S5026,Master's,Medium,No,2
S5027,Master's,Medium,No,2
S5028,Bachelor's,High,Yes,4
S5029,Bachelor's,Medium,Yes,5
S5030,Master's,Medium,Yes,10
S5031,Bachelor's,High,Yes,4
S5032,None,High,No,3
S5033,Bachelor's,Low,No,4
S5034,None,Low,Yes,5
S5035,None,Medium,Yes,3
S5036,None,High,No,6
S5037,None,Low,No,4
S5038,Master's,Low,No,2
S5039,PhD,High,No,3
S5040,PhD,Medium,Yes,1
S5041,None,Medium,No,10
S5042,PhD,High,Yes,7
S5043,None,Medium,No,5
S5044,PhD,High,Yes,7
S5045,High School,Medium,No,5
S5046,Bachelor's,Low,Yes,1
S5047,PhD,High,Yes,3
S5048,None,Medium,Yes,9
S5049,Bachelor's,Medium,Yes,7
S5050,Bachelor's,High,Yes,7
S5051,Master's,Medium,No,5
S5052,Master's,Low,No,3
S5053,PhD,Medium,No,10
S5054,Master's,Low,No,4
S5055,None,Medium,No,4
S5056,Master's,Low,No,6
S5057,High School,Low,No,6
S5058,PhD,Medium,Yes,7
S5059,Bachelor's,Medium,Yes,8
S5060,Bachelor's,High,No,9
S5061,High School,Low,Yes,8
S5062,None,High,Yes,9
S5063,Bachelor's,Medium,Yes,9
S5064,High School,High,Yes,3
S5065,Master's,Low,No,7
S5066,PhD,Low,No,3
S5067,High School,High,No,5
S5068,High School,Low,No,10
S5069,Master's,High,Yes,9
S5070,None,Low,No,8
S5071,Master's,High,Yes,3
S5072,Master's,Medium,No,6
S5073,Bachelor's,Low,Yes,5
S5074,High School,Low,Yes,10
S5075,High School,Low,Yes,4
S5076,Master's,High,Yes,6
S5077,Master's,Low,No,8
S5078,High School,Medium,No,8
S5079,High School,Medium,Yes,3
S5080,High School,Low,No,6
S5081,None,Medium,No,1
S5082,Master's,Low,No,1
S5083,Master's,High,Yes,1
S5084,Bachelor's,High,Yes,9
S5085,Bachelor's,High,Yes,10
S5086,PhD,Low,Yes,9
S5087,High School,High,Yes,10
S5088,High School,Medium,Yes,5
S5089,PhD,Low,Yes,7
S5090,Master's,Medium,Yes,4
S5091,High School,High,Yes,2
S5092,Bachelor's,Low,No,6
S5093,None,Medium,Yes,2
S5094,Master's,Medium,No,7
S5095,None,High,Yes,4
S5096,None,High,Yes,4
S5097,PhD,Medium,No,2
S5098,None,High,Yes,9
S5099,High School,Low,Yes,3
S5100,PhD,Low,Yes,6
S5101,Bachelor's,Medium,Yes,10
S5102,None,Low,Yes,9
S5103,High School,Medium,No,8
S5104,High School,Medium,No,9
S5105,Bachelor's,Medium,No,7
S5106,PhD,Medium,No,9
S5107,PhD,High,No,10
S5108,PhD,Low,No,9
S5109,Bachelor's,Low,No,5
S5110,Bachelor's,High,No,7
S5111,Bachelor's,High,No,5
S5112,PhD,High,Yes,1
S5113,None,High,Yes,7
S5114,Bachelor's,Medium,No,9
S5115,Bachelor's,High,No,5
S5116,PhD,Low,No,4
S5117,Bachelor's,Medium,No,5
S5118,None,Low,Yes,4
S5119,PhD,Low,Yes,9
S5120,Bachelor's,Low,No,10
S5121,Bachelor's,High,Yes,8
S5122,Master's,Low,Yes,5
S5123,Master's,Low,Yes,5
S5124,High School,Low,Yes,5
S5125,High School,High,No,7
S5126,Bachelor's,Low,Yes,10
S5127,Master's,High,No,7
S5128,High School,Medium,Yes,3
S5129,PhD,Low,Yes,1
S5130,Master's,High,Yes,8
S5131,None,Medium,No,10
S5132,None,Low,Yes,4
S5133,None,Medium,No,4
S5134,None,Low,Yes,9
S5135,Master's,Low,No,7
S5136,PhD,Medium,No,7
S5137,None,Medium,No,8
S5138,PhD,High,No,1
S5139,High School,Low,Yes,9
S5140,High School,Medium,No,1
S5141,Bachelor's,High,Yes,10
S5142,Master's,Low,Yes,5
S5143,None,Low,No,9
S5144,PhD,Medium,No,3
S5145,PhD,Medium,No,2
S5146,Master's,Medium,No,2
S5147,High School,Low,Yes,7
S5148,Master's,Medium,Yes,5
S5149,PhD,Medium,No,8
S5150,Master's,High,No,5
S5151,High School,Medium,No,2
S5152,High School,High,Yes,7
S5153,None,Medium,Yes,7
S5154,None,Medium,No,2
S5155,None,High,Yes,6
S5156,High School,Low,Yes,5
S5157,PhD,Low,No,4
S5158,None,Low,Yes,10
S5159,Master's,High,Yes,8
S5160,PhD,Medium,No,8
S5161,Bachelor's,High,Yes,5
S5162,None,Low,No,4
S5163,Bachelor's,High,No,9
S5164,None,High,No,5
S5165,PhD,Low,No,4
S5166,Bachelor's,Medium,Yes,2
S5167,High School,Medium,No,6
S5168,None,Low,No,5
S5169,Master's,Medium,Yes,6
S5170,Bachelor's,Low,Yes,1
S5171,Master's,Medium,Yes,6
S5172,Bachelor's,Low,No,5
S5173,PhD,High,No,7
S5174,Master's,High,Yes,1
S5175,None,High,Yes,3
S5176,High School,Low,Yes,2
S5177,PhD,High,No,6
S5178,Bachelor's,High,Yes,1
S5179,None,Medium,No,3
S5180,Bachelor's,High,No,4
S5181,Master's,Low,Yes,6
S5182,Master's,Low,No,5
S5183,High School,High,Yes,5
S5184,Master's,Medium,No,5
S5185,PhD,High,No,1
S5186,Bachelor's,Low,Yes,8
S5187,Bachelor's,High,Yes,10
S5188,PhD,Medium,Yes,2
S5189,Master's,High,Yes,6
S5190,Master's,Low,No,7
S5191,PhD,Low,No,10
S5192,High School,Medium,Yes,10
S5193,None,Medium,Yes,4
S5194,None,Medium,No,8
S5195,Master's,Low,No,1
S5196,None,High,No,9
S5197,None,Medium,No,4
S5198,None,Medium,Yes,10
S5199,Master's,High,Yes,9
S5200,Bachelor's,High,Yes,2
S5201,Master's,Medium,No,10
S5202,Master's,High,Yes,8
S5203,High School,Medium,Yes,5
S5204,High School,Medium,Yes,7
S5205,Master's,Medium,No,5
S5206,PhD,High,Yes,6
S5207,PhD,Medium,No,7
S5208,High School,High,No,9
S5209,High School,Low,Yes,6
S5210,Bachelor's,High,No,1
S5211,High School,High,No,1
S5212,None,Low,Yes,1
S5213,Master's,Low,Yes,10
S5214,Master's,Medium,No,5
S5215,Master's,Low,No,6
S5216,Bachelor's,High,Yes,6
S5217,Bachelor's,Medium,Yes,9
S5218,None,Medium,No,10
S5219,Master's,Low,No,1
S5220,None,Low,No,3
S5221,High School,Low,No,4
S5222,Master's,Medium,Yes,9
S5223,None,Medium,No,1
S5224,Bachelor's,Low,No,8
S5225,Bachelor's,Medium,No,3
S5226,Bachelor's,Medium,No,8
S5227,None,Medium,Yes,2
S5228,None,Medium,Yes,6
S5229,None,Medium,Yes,2
S5230,PhD,High,Yes,7
S5231,Master's,Medium,No,6
S5232,PhD,Low,Yes,7
S5233,PhD,Medium,Yes,9
S5234,High School,Medium,No,10
S5235,High School,Low,No,9
S5236,Bachelor's,High,No,6
S5237,PhD,Low,No,8
S5238,High School,Low,No,10
S5239,PhD,Low,Yes,6
S5240,Master's,Medium,Yes,10
S5241,PhD,Medium,Yes,2
S5242,Bachelor's,Medium,No,5
S5243,None,Low,No,5
S5244,Bachelor's,Medium,Yes,4
S5245,PhD,High,Yes,9
S5246,PhD,Medium,No,2
S5247,None,Medium,No,7
S5248,Bachelor's,Low,Yes,6
S5249,Bachelor's,High,No,3
S5250,PhD,High,Yes,7
S5251,Master's,High,Yes,8
S5252,High School,Medium,Yes,4
S5253,PhD,High,Yes,8
S5254,PhD,Low,Yes,6
S5255,High School,High,No,5
S5256,None,Medium,Yes,8
S5257,PhD,High,Yes,6
S5258,Master's,High,No,10
S5259,None,Low,No,8
S5260,None,High,No,6
S5261,None,Medium,No,4
S5262,PhD,Medium,Yes,2
S5263,None,High,Yes,3
S5264,Bachelor's,Low,Yes,7
S5265,PhD,Low,Yes,6
S5266,PhD,Medium,No,6
S5267,High School,Low,No,9
S5268,None,High,No,5
S5269,PhD,Low,Yes,9
S5270,Master's,Low,No,1
S5271,Master's,Medium,Yes,3
S5272,PhD,High,Yes,5
S5273,PhD,Medium,No,7
S5274,Master's,Low,No,5
S5275,Master's,Medium,Yes,4
S5276,Bachelor's,Low,No,5
S5277,Master's,Medium,Yes,1
S5278,Bachelor's,Low,No,5
S5279,PhD,Medium,Yes,9
S5280,None,Low,Yes,3
S5281,None,High,No,10
S5282,High School,Medium,Yes,6
S5283,Bachelor's,Low,No,9
S5284,Master's,Low,No,6
S5285,Bachelor's,High,No,10
S5286,High School,Low,No,6
S5287,High School,Medium,No,6
S5288,Bachelor's,High,No,7
S5289,Master's,Medium,No,6
S5290,PhD,Medium,Yes,8
S5291,PhD,Low,Yes,2
S5292,PhD,Low,Yes,8
S5293,High School,Medium,No,4
S5294,Bachelor's,Low,Yes,2
S5295,High School,Medium,No,9
S5296,Master's,Low,No,5
S5297,None,Medium,No,3
S5298,High School,Low,Yes,3
S5299,Master's,High,Yes,9
S5300,Master's,Medium,No,5
S5301,Master's,Low,Yes,10
S5302,None,High,Yes,7
S5303,PhD,Medium,Yes,2
S5304,Bachelor's,High,Yes,6
S5305,High School,High,No,1
S5306,None,High,Yes,8
S5307,Master's,High,No,1
S5308,None,Medium,Yes,3
S5309,High School,Medium,Yes,6
S5310,Bachelor's,Medium,Yes,8
S5311,High School,Low,No,10
S5312,None,High,Yes,1
S5313,Master's,Low,No,10
S5314,Master's,High,Yes,4
S5315,PhD,Low,Yes,3
S5316,PhD,Low,Yes,1
S5317,Bachelor's,Medium,No,5
S5318,Bachelor's,High,No,8
S5319,PhD,Medium,Yes,7
S5320,PhD,Low,Yes,3
S5321,High School,Low,No,5
S5322,High School,Medium,No,5
S5323,Master's,Medium,No,8
S5324,Master's,Medium,Yes,6
S5325,PhD,Medium,No,3
S5326,High School,Medium,No,7
S5327,PhD,High,No,1
S5328,PhD,High,Yes,2
S5329,Bachelor's,Medium,Yes,7
S5330,PhD,High,No,2
S5331,Master's,High,No,2
S5332,Bachelor's,Low,No,10
S5333,High School,High,No,7
S5334,Master's,High,No,10
S5335,None,Low,No,4
S5336,High School,Medium,No,9
S5337,None,High,Yes,7
S5338,Master's,Low,Yes,10
S5339,High School,Medium,No,10
S5340,None,High,Yes,6
S5341,None,High,Yes,4
S5342,High School,High,No,8
S5343,PhD,Low,Yes,5
S5344,Master's,Medium,Yes,8
S5345,Master's,Medium,No,8
S5346,Bachelor's,High,Yes,9
S5347,High School,Low,No,9
S5348,Master's,Medium,No,7
