Student_ID,Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Projects_Score,Total_Score,Grade
S1457,56.31,78.37,94.85,79.39,52.3,65.9055,D
S1458,94.2,66.75,76.72,87.67,94.23,83.5515,B
S1459,99.92,44.89,56.73,66.47,53.39,60.384,D
S1460,95.16,62.67,52.67,74.42,51.53,61.588,D
S1461,86.67,99.64,55.99,96.44,50.1,71.133,C
S1462,88.74,42.91,73.57,73.56,84.19,69.142,D
S1463,74.42,81.8,83.42,99.83,72.8,80.589,B
S1464,51.41,90.47,82.06,57.85,55.14,69.63,D
S1465,80.62,78.92,57.22,85.45,92.81,78.349,C
S1466,82.77,74.18,81.67,82.63,60.14,73.696,C
S1467,99.12,82.45,70.24,93.62,66.32,77.4845,C
S1468,72.48,65.76,73.24,54.62,58.89,64.697,D
S1469,56.28,45.48,90.07,64.01,96.34,70.2955,C
S1470,81.02,97.74,66.62,56.61,87.9,81.192,B
S1471,98.76,65.94,57.35,96.65,86.2,76.8965,C
S1472,50.63,79.92,93.67,71.33,52.2,64.723,D
S1473,59.56,71.88,60.61,95.5,76.14,69.0825,D
S1474,72.51,43.28,64.7,64.72,78.77,62.9595,D
S1475,50.21,97.16,85.33,56.32,69.13,75.872,C
S1476,41.33,87.55,84.18,64.83,66.09,71.854,C
S1477,60.22,48.95,90.02,79.86,92.6,74.6795,C
S1478,91.92,98.9,59.19,92.26,51.15,73.1275,C
S1479,42.61,84.21,67.61,69.27,81.27,71.1035,C
S1480,65.74,68.34,56.29,95.74,69.71,68.0765,D
S1481,85.73,76.68,77.05,62.21,83.3,76.733,C
S1482,97.19,46.4,64.63,84.68,59.9,62.536,D
S1483,99.13,73.62,84.45,86.79,61.93,75.875,C
S1484,65.32,44.42,50.02,63.7,79.34,58.943,F
S1485,97.02,72.69,52.98,51.35,99,79.5175,C
S1486,42.13,73.16,71.63,68.26,98.73,75.254,C
S1487,84.76,92.47,97.91,52.26,62.45,76.244,C
S1488,78.56,83.5,94.54,95.04,55.12,76.115,C
S1489,54.97,54.97,99.7,97.68,79.52,71.732,C
S1490,70.44,93.31,70.84,86.77,71,75.8215,C
S1491,47.77,74.39,52.33,86.33,88.08,70.2395,C
S1492,92.3,76.38,65.3,62.04,76.4,75.844,C
S1493,61.47,50.14,83.79,53.7,75.53,63.408,D
S1494,77.56,91.47,56.76,90.11,82.32,79.5375,C
S1495,49.53,95.86,65,77.96,56.32,66.8365,D
S1496,52.37,86.5,52.81,84.08,83.86,72.393,C
S1497,99.52,96.45,73.75,88.98,74.43,82.505,B
S1498,85.19,58.14,60.45,70.47,91.01,73.956,C
S1499,97.72,91.67,54.56,57.23,56.94,71.1995,C
S1500,57.75,69.33,70.56,89.75,65.04,68.671,D
S1501,49.87,49.84,67.56,72.69,97.51,67.6965,D
S1502,70.18,80.13,76.88,91.35,77.65,74.5665,C
S1503,69.68,81.05,87.45,71.88,96.47,83.366,B
S1504,50.5,57.22,55.63,60.85,84.45,62.2195,D
S1505,83.99,41.65,89.56,58.55,96.32,72.426,C
S1506,61.71,51.99,51.31,87.2,65.89,59.9675,F
S1507,51.18,63.99,72.16,78.74,54.53,62.4665,D
S1508,59.92,50.05,79.37,70.23,90.11,70.592,C
S1509,73.82,51.64,97.85,74.61,90.22,74.1075,C
S1510,83.59,63.48,78.7,77.48,80.94,75.2335,C
S1511,68.91,97.71,57.94,61.97,78.98,76.886,C
S1512,71.54,85.85,75.88,68.91,95.75,81.1365,B
S1513,48.34,59.18,69.79,64.62,58.82,57.8525,F
S1514,94.88,97.1,73.97,69.42,80.83,84.1885,B
S1515,95.72,78.74,59.85,75.03,52.49,69.3255,D
S1516,81.01,67.33,75.04,58.67,57.04,63.609,D
S1517,41.06,68.1,57.5,69.68,71.86,63.67,D
S1518,72.22,64.64,87.2,69.27,91.06,76.763,C
S1519,77.75,53.98,79.7,64.3,86.66,73.3055,C
S1520,99.68,63.2,53.93,99.92,98.7,79.3985,C
S1521,99.76,71.67,94.48,53.68,52.24,69.3835,D
S1522,91.46,71.68,80.82,82.15,69.07,75.413,C
S1523,43.83,85.7,65.81,58.72,57.94,63.535,D
S1524,97.2,61.53,52.28,91.98,51.85,64.4875,D
S1525,76.76,83.01,81.61,95.71,63.22,76.775,C
S1526,88.05,74.69,68.67,70.07,62.22,70.6785,C
S1527,64.43,97.71,95.38,91.17,71,82.366,B
S1528,59.18,63.12,51.74,62.5,57,56.533,F
S1529,67.79,94.07,51.96,57,74.43,73.154,C
S1530,48.81,89.24,97.46,65.79,96,81.9395,B
S1531,61.42,78.26,98.24,67.08,87.41,76.615,C
S1532,91.46,79.27,51.39,69.87,92.11,77.035,C
S1533,42.28,45.08,85.8,68.65,90.24,64.549,D
S1534,49.05,97.01,61.07,70.56,69.48,70.9555,C
S1535,47.51,46.42,85.07,85.5,85.45,67.307,D
S1536,64.18,73.79,93.44,62.28,87.71,79.5665,C
S1537,99.82,59.8,55.04,50.93,60.28,65.701,D
S1538,50.4,65.79,61.94,74.48,93.01,72.7795,C
S1539,48.73,76.61,51.2,72.41,72.89,65.755,D
S1540,94.9,94.53,52.19,53,50.82,70.277,C
S1541,92.92,67.45,51.48,56.69,82.17,70.1775,C
S1542,41.93,99.26,90.03,75.5,83.84,80.116,B
S1543,85.1,75.57,64.91,61.74,77.59,72.81,C
S1544,79.33,49.63,74.66,93.88,60.62,63.935,D
S1545,86.06,51.4,89.39,58.66,74.11,67.6315,D
S1546,69.67,82.97,74.75,51.01,70.01,71.2995,C
S1547,99.48,43.02,71.46,72.38,98.73,73.743,C
S1548,42.63,68.82,50.58,99.31,91.23,72.0765,C
S1549,54.06,48.89,78.4,81.69,88.09,71.2925,C
S1550,63.79,65.99,56.24,67.7,59.05,59.797,F
S1551,66.99,85,88.23,50.84,66.55,71.937,C
S1552,95.28,67.53,62.89,74.25,68.99,72.425,C
S1553,73.6,49.81,83.71,60.32,74.63,65.905,D
S1554,42.71,55.12,82.31,82.39,51.51,60.83,D
S1555,64.47,62.05,80.83,79.15,79.65,73.5575,C
S1556,64.99,44.17,63.35,63.26,67.89,57.5065,F
S1557,97.93,75.06,63.35,53.44,78.08,71.86,C
S1558,75.95,76.45,93.15,87.75,50.45,73.2675,C
S1559,78.14,43.73,50.64,79.27,66.07,62.7775,D
S1560,82.8,64.14,59.08,92.11,88.43,75.167,C
S1561,86.2,64.84,80.51,62.99,75.05,70.2855,C
S1562,78.1,60.03,90.85,82.64,89.44,78.541,C
S1563,54.23,73.46,67.92,55.93,84.95,69.2305,D
S1564,92.44,60.76,82.67,64.59,92.75,80.4255,B
S1565,83.93,64.98,77.86,82.83,50.37,67.8825,D
S1566,84.51,87.85,53.23,91.28,63.07,73.9225,C
S1567,99.79,49.73,81.09,66.05,77.44,70.8265,C
S1568,88.15,77.15,90.7,89.94,97.05,87.729,B
S1569,89.75,70.34,99.62,83.89,83.99,81.0215,B
S1570,97.08,58.3,51.48,67.43,72.83,65.641,D
S1571,49.07,83.65,83,93.82,56.51,69.598,D
S1572,69.86,73.07,70.73,75.46,74.66,71.745,C
S1573,74.83,68.64,50.49,82.41,72.05,69.629,D
S1574,59.76,80.06,80.72,74.78,88.92,79.571,C
S1575,90.36,88.14,56.12,72.64,70.67,74.242,C
S1576,85.75,98.36,68.93,92.4,65.94,79.059,C
S1577,83.25,77.76,63.07,64.74,54.49,66.559,D
S1578,99.83,92.47,68.06,51.83,52.33,70.803,C
S1579,55.56,40.07,74.63,93.99,71.96,64.248,D
S1580,84.13,71.81,67.96,91.25,67.34,72.703,C
S1581,73.08,52.88,77.64,68.33,77.77,70.562,C
S1582,58.78,45.65,61.93,59.27,85.6,64.376,D
S1583,49.64,71.92,81.77,83.78,52,62.7295,D
S1584,93.75,84.81,92.69,53.94,74.81,77.8305,C
S1585,75.73,64.74,61.2,71.19,93.1,73.6335,C
S1586,89.5,80.21,75.39,54.29,72.76,73.778,C
S1587,72.72,69.38,82.43,79.9,76.06,73.4605,C
S1588,53.2,66.23,78.23,51.36,74.34,64.63,D
S1589,60.25,57.42,68.28,81.46,69.49,67.5175,D
S1590,62.89,62.96,82.11,83.66,55.51,63.239,D
S1591,98.38,60.99,51.41,74.36,56.32,65.313,D
S1592,40.34,78.77,68.5,58.75,58.95,59.6435,F
S1593,99.14,46.96,76.63,55.07,89.63,72.5365,C
S1594,98.83,45.56,51.03,65.66,63.77,61.111,D
S1595,99.77,79.6,75.38,73.26,97.41,84.6315,B
S1596,68.6,72.78,82.71,82.11,90.51,78.7455,C
S1597,97.83,65.81,87.96,50.06,84.23,77.596,C
S1598,63.74,49.15,55.67,85.55,86.02,67.48,D
S1599,41.58,64.66,99.53,85.64,52.38,64.7645,D
S1600,53.46,87.38,80.31,72.23,78.42,76.8845,C
S1601,96.72,93.38,68.16,67.17,97.05,88.344,B
S1602,40.83,82.15,62.45,92.12,51.96,64.5145,D
S1603,72.76,43.59,78.64,89.23,64.55,62.2905,D
S1604,44.54,80.22,94.09,99.16,52.58,71.3445,C
S1605,57.18,54.46,76.03,68.6,78.49,68.7385,D
S1606,45.29,58.92,83.07,95.34,55.81,63.821,D
S1607,91.57,51.75,67.88,54.37,73.96,67.065,D
S1608,75.46,86.55,69.41,70.57,86,77.48,C
S1609,94.13,78.92,64.31,73.27,58.22,72.069,C
S1610,81.3,76.71,85.28,72.04,87.77,82.0895,B
S1611,98.26,80.08,67.96,81.25,53.01,72.306,C
S1612,70.59,54.21,59.54,58.51,57.48,59.312,F
S1613,78.32,66.68,68.47,93.32,64.01,68.1885,D
S1614,74.58,78,92.69,77.59,89.8,81.0795,B
S1615,69.06,78.2,86.91,95.21,92.51,83.8345,B
S1616,90.76,87.51,66.73,50.13,61.02,68.905,D
S1617,78.67,57.23,95.34,81.5,54.79,68.201,D
S1618,88.08,86.22,53.74,70.62,92.4,81.445,B
S1619,87.18,66.41,52.49,75.25,82.47,71.494,C
S1620,51.46,80.21,56.37,87.19,57.89,62.693,D
S1621,79.01,67.34,55.82,61.36,77.89,70.6575,C
S1622,51.98,96.92,54.39,60.24,93.62,75.0055,C
S1623,75,50.76,83.07,85.15,53.48,62.8145,D
S1624,80.65,80.5,80.04,76.07,54.19,71.6275,C
S1625,99.83,74.59,82.38,61.68,63.68,75.336,C
S1626,41.83,50.36,84.42,74.2,82.61,68.0405,D
S1627,45.47,43.96,87.84,72.98,58.9,58.6045,F
S1628,44.62,87.95,60.36,84.57,90.82,75.8175,C
S1629,63.9,49.45,81.12,50.13,87.52,69.6245,D
S1630,89.3,51.19,79,79.34,78.05,72.2065,C
S1631,90.64,98.71,97.18,80.28,55.8,80.5135,B
S1632,84.22,83.04,61.62,87.28,99.41,83.357,B
S1633,93.81,55.03,52.94,94.46,74.5,69.431,D
S1634,59.37,75.46,82.67,72.01,72.6,71.557,C
S1635,45.29,72.05,87.01,67.13,99.78,76.3295,C
S1636,43.49,90.67,64.16,55.12,93.19,74.004,C
S1637,91.13,83.76,78.54,66.84,72.82,79.8905,C
S1638,83.83,89.9,52.98,53.42,70.94,71.3005,C
S1639,81.92,52.69,98,90.14,54.8,66.8945,D
S1640,60.38,78.41,55.5,90.35,96.33,76.6885,C
S1641,62.79,42.41,53.38,70.86,92.19,65.726,D
S1642,97.49,44.14,52.21,62.98,65.5,63.993,D
S1643,43.83,82.81,71.36,55.9,87.67,73.812,C
S1644,86.42,41.47,54.86,92.56,88.14,71.4675,C
S1645,58.58,74.79,87.23,93.87,61.4,72.671,C
S1646,42.34,90.42,94.94,63.31,80.68,78.337,C
S1647,84.55,62.8,63.01,81.09,62.75,65.943,D
S1648,59.85,42.69,81.44,62.93,89.49,67.296,D
S1649,83.33,82.83,52.12,61.26,57.69,66.383,D
S1650,82.46,95.78,69.33,51.06,83.45,78.7645,C
S1651,72.09,83.03,64.65,78.86,66.3,72.3045,C
S1652,86.64,74.71,61.43,57.5,51.81,64.191,D
S1653,74.86,53.8,82.24,50.62,56.19,62.014,D
S1654,57.2,40.92,56.51,55.24,82.74,59.5425,F
S1655,84.05,81.68,93.04,65.69,62,73.7075,C
S1656,75.35,53.86,83.24,83.46,81.55,71.8295,C
S1657,40.76,91.49,85.54,60.13,70.74,73.0725,C
S1658,94.1,67.98,96.77,94.38,84.64,83.4605,B
S1659,72.74,71.84,97.12,64.42,74.65,77.146,C
S1660,92.12,85.24,77.58,66.56,65.43,77.215,C
S1661,92.96,86.77,74.77,60.9,57.29,72.559,C
S1662,66.7,78.56,66.77,62.69,67.05,67.2545,D
S1663,70.46,96.31,85.78,53.71,81.74,80.7765,B
S1664,64.95,98.94,76.91,64.74,87.02,82.229,B
S1665,66.97,96.81,96.64,92.98,58.02,77.768,C
S1666,93.71,89.45,61.93,84.42,83.21,80.2635,B
S1667,87.29,82.34,65.51,93.76,58.96,73.354,C
S1668,47.59,79.8,65.8,55.24,61.09,62.0795,D
S1669,76.62,46.23,90.3,72.78,76.57,71.5445,C
S1670,99.75,56.29,54.95,61.46,64.46,65.9065,D
S1671,75.73,40.34,72.78,86.06,83.08,67.3515,D
S1672,87.15,48.24,71.38,98.51,97.79,76.1075,C
S1673,86.14,66.35,53.66,90.77,57.44,67.4515,D
S1674,61.02,48.79,70.54,51.76,78.53,64.2065,D
S1675,62.31,94.1,75.67,65.83,96.16,82.638,B
S1676,83.44,88.34,53.26,51.43,58.83,68.452,D
S1677,70,44.3,75.49,52.01,68.34,61.6215,D
S1678,74.23,54.93,97.96,53.98,56.18,63.613,D
S1679,82.77,89.14,98.95,63.82,82.1,85.24,B
S1680,86.65,88.18,76.58,65.21,83.46,80.4835,B
S1681,56.29,96.73,75.75,70.02,83.21,76.0535,C
S1682,48.81,99.85,64.28,70.25,77.11,73.824,C
S1683,57.51,98.58,99.86,88.57,87.31,83.9505,B
S1684,70.45,64.61,63.71,57.07,51.79,59.3355,F
S1685,60.53,55.02,72.65,57.89,97.88,71.925,C
S1686,74.1,85.5,50.15,81.33,61.1,66.5905,D
S1687,43.21,57.96,67.46,78.59,56.08,60.1235,D
S1688,70.59,88.38,53.57,57.7,97.06,78.657,C
S1689,62.08,72.04,87.19,92.61,91.52,78.5925,C
S1690,72.08,87.64,78.05,66.45,88.24,79.1015,C
S1691,65.35,56.55,78.61,68.35,55.24,61.4685,D
S1692,57.05,70.48,64.33,71.02,90.38,71.283,C
S1693,94.25,73.84,90.74,66.14,80.45,76.9775,C
S1694,51.09,96.59,50.16,77.87,86.6,73.237,C
S1695,80.88,56,66.68,69.43,98.9,74.537,C
S1696,95.48,96.2,82.97,62.97,59.72,75.6505,C
S1697,72.32,88.29,95.4,95.22,75.22,79.4285,C
S1698,92.58,83.85,61.73,65.42,87.67,81.247,B
S1699,47.49,87.21,77.06,84.92,71.68,71.851,C
S1700,69.63,76.33,76.9,67.36,52.73,66.132,D
S1701,67.42,54.64,93.71,71.76,55.57,62.5715,D
S1702,40.49,51.37,52.53,61.8,80.1,57.2405,F
S1703,66.6,91.98,71.22,87.62,64.25,75.43,C
S1704,62.14,83.51,59.12,86.86,56.89,65.4445,D
S1705,80.19,52.79,51.08,51.11,66.99,58.226,F
S1706,96.3,76.91,57.35,53.01,60.05,68.526,D
S1707,45.15,66.85,98.82,96.12,51.2,63.345,D
S1708,59.65,49.52,60.74,94.44,57.59,59.3395,F
S1709,66.64,71.91,96.75,75.3,94.15,79.706,C
S1710,67.31,56.89,60.26,74.67,50.6,57.6,F
S1711,86.49,45.77,96.56,90.62,88.69,74.589,C
S1712,66.6,68.02,82.73,56.92,87.67,76.2175,C
S1713,41.63,75.41,55.66,82.68,78.21,67.762,D
S1714,82.61,42.81,79.1,73.8,60.42,63.33,D
S1715,93.09,64.13,65.93,87.17,93.9,80.1025,B
S1716,70.83,55.46,69.16,51.51,73.75,66.1295,D
S1717,74.87,41.84,72.01,79.64,58.66,61.094,D
S1718,49.78,47.54,71.14,77.84,71.45,63.052,D
S1719,53.24,48.34,83.21,92.04,59.75,61.9265,D
S1720,54.11,50.97,88.42,83.84,68.8,65.001,D
S1721,65.84,88.2,66.46,94.01,74.83,77.86,C
S1722,95.69,66.37,96.22,94.36,68,79.54,C
S1723,71.31,48.83,96.92,70.41,82.85,70.028,C
S1724,51.53,46.02,52.03,56.87,96.8,64.481,D
S1725,55.97,57.88,50.75,81.51,67.41,62.272,D
S1726,63.04,87.88,71.25,93.69,67.79,72.2395,C
S1727,77.4,61.87,79.53,53.75,86.92,75.108,C
S1728,66.4,49.59,63.9,77.9,76.53,65.2915,D
S1729,63.55,64.25,62.97,55.75,71.44,65.2725,D
S1730,73.88,73.32,83.92,51.35,90.69,75.232,C
S1731,54.51,41.78,80.09,83.98,94.55,68.718,D
S1732,44.73,77.66,58.36,84.09,79.53,67.7515,D
S1733,41.46,63.71,94.23,80.03,59.26,63.382,D
S1734,55.08,40.58,84,92.96,73.31,64.756,D
S1735,45.5,80.43,68.13,54.04,75.22,69.292,D
S1736,60.18,82.74,84.18,55.26,71.61,72.018,C
S1737,86.38,77.73,55.63,93.23,63.12,70.213,C
S1738,82.98,60.52,73.41,75.16,73.62,68.4155,D
S1739,76.66,71.78,58.45,63.65,72.33,69.3855,D
S1740,91.15,63.23,52.07,86.91,60.47,66.2225,D
S1741,56.92,82.04,66.92,94.72,95.17,82.029,B
S1742,93.1,75.01,57.54,84.48,94.27,81.9775,B
S1743,63.95,44.91,81.68,89.6,87.98,72.466,C
S1744,64.05,78.59,83.7,64.12,70.05,69.297,D
S1745,64.32,81.23,57.43,64.44,68.52,69.46,D
S1746,45.89,62.24,51.23,93.21,85.82,66.17,D
S1747,98.53,92.55,89.64,80.74,80.41,86.49,B
S1748,48.31,90.58,50.1,61.71,80.03,69.8215,D
S1749,60.45,50.51,67.2,76.21,56.21,59.119,F
S1750,59.16,94.26,74.73,84.29,80.91,77.0155,C
S1751,44.48,66.45,90.93,60.93,95.09,73.829,C
S1752,49.14,83.42,91.93,82.75,54.29,66.7625,D
S1753,42.69,88.85,86.25,52.11,66.96,67.0575,D
S1754,57.54,70.31,62.36,65.18,75.45,68.0055,D
S1755,92,63.95,86.01,83.7,84.3,81.109,B
S1756,60.37,94.93,62.33,57.47,54.48,68.1135,D
S1757,47.42,53.85,60.73,61.11,93.64,66.233,D
S1758,78.74,55.42,77.36,93.95,52.03,62.554,D
S1759,99.8,61.7,83.94,83.72,92.88,79.447,C
S1760,53.94,91.57,52.65,74.95,51.38,62.58,D
S1761,56.77,96.33,53,60.54,57.68,68.786,D
S1762,98.31,53.2,89.21,67.07,90.02,77.136,C
S1763,50.73,91.83,92.97,78.72,93.01,84.5025,B
S1764,70.67,55.49,80.22,57.77,99.11,75.541,C
S1765,54.38,98.24,71.44,74.09,55.79,70.604,C
S1766,95.94,75.84,92.27,70.45,76.32,81.8725,B
S1767,98.89,40.43,86.44,73.83,53.86,62.598,D
S1768,88.88,42.05,78.98,55.28,57.82,60.8405,D
S1769,58.89,48.85,65.99,55.32,58.72,58.4175,F
S1770,64.21,51.25,59.9,98.21,53.17,59.961,F
S1771,54.54,86.06,70.93,98.97,94.65,79.8575,C
S1772,93.45,53.37,64.34,71.31,56.32,62.083,D
S1773,94.87,98.15,66.96,89.45,81.47,85.963,B
S1774,65.13,78.17,75.78,82.79,81.29,73.41,C
S1775,79.39,81.55,58.45,55.85,59.93,69.1975,D
S1776,49.93,53.07,90.31,64.83,99.92,70.8525,C
S1777,66.1,93.56,57.28,65.68,67.37,71.831,C
S1778,77.89,80.07,74.05,79.79,95.25,82.3875,B
S1779,63.12,91.86,87.3,79,97.41,85.541,B
S1780,61.46,97.39,74.25,96.18,97.45,85.927,B
S1781,40.06,47.54,68.05,89.5,87.64,67.6035,D
S1782,88.26,45.8,73.74,92.84,62.69,67.136,D
S1783,93.36,88.2,92.43,94.56,56.03,80.0935,B
S1784,98.17,91.97,99.52,90.06,78.49,85.779,B
S1785,83.16,75.03,81.56,66.64,68,70.7795,C
S1786,72.93,61.96,89.67,60.75,91.55,73.565,C
S1787,56.16,79.16,50.72,78.59,87.25,70.591,C
S1788,99.96,58.34,94.02,84.48,63.82,74.611,C
S1789,75.39,54.3,97.7,69.33,50.85,64.1965,D
S1790,80.87,69.29,78.76,92.42,61.87,72.83,C
S1791,80.94,52.97,87.69,98.03,78.36,72.808,C
S1792,90.72,69.02,75.64,78.47,53.95,68.076,D
S1793,40.58,97.4,64.31,72.83,82.91,76.6795,C
S1794,53.21,90.39,92.61,92.14,83.58,83.4385,B
S1795,79.93,96.5,79.84,51.21,58.47,75.3625,C
S1796,93.71,88.38,78.97,56.45,79.82,81.678,B
S1797,81.12,61.29,82.96,92.28,80.35,76.7075,C
S1798,64.81,88.72,92.8,86.6,73.9,81.2215,B
S1799,61.69,95.37,86.6,70.81,97.66,86.035,B
S1800,84.28,96.82,60.56,94.44,55.41,76.768,C
S1801,84.47,80.99,73.34,67.57,70.33,71.9,C
S1802,76.42,52.68,99.01,81.69,94.15,80.5085,B
S1803,57.49,42.38,77.73,81.72,69.32,62.626,D
S1804,95.51,48.83,96.91,59.22,71.23,68.9215,D
S1805,73.11,97.93,90.67,64.24,83.41,81.5715,B
S1806,87.43,67.73,83.3,95.8,83.28,81.366,B
S1807,52.86,91.3,67.47,59.17,51.15,64.6665,D
S1808,60.64,67.9,65.22,58.68,72.78,68.471,D
S1809,92.47,79.65,82.17,73.98,66.68,74.1005,C
S1810,43.01,41.45,71.63,54.61,81.38,59.4985,F
S1811,70.74,54.99,89.94,94.73,77.79,72.3195,C
S1812,68.9,66.18,88.02,55.01,82.54,72.926,C
S1813,85.07,77.84,65.61,80.83,82.69,78.117,C
S1814,56.91,50.29,85.14,66.99,62.74,62.711,D
S1815,53.14,85.87,74.73,90.21,62.32,68.37,D
S1816,95.57,61.86,66.16,79.49,68.51,68.6715,D
S1817,74.3,89.05,70.65,69.42,62.1,69.752,D
S1818,46.28,45.88,94.77,99.19,84.14,72.1135,C
S1819,51.58,80.79,67.98,53.31,80.14,69.0695,D
S1820,99.93,57.6,64.37,78.89,60.82,67.015,D
S1821,51.74,87.72,67.59,99.48,94.21,80.2905,B
S1822,76.63,64.13,60.73,84.55,73.03,71.2455,C
S1823,65.21,79.92,77.23,86.99,56.35,67.02,D
S1824,93.14,96.06,57.37,51.6,60.65,70.5415,C
S1825,85.31,41.24,90.87,51.07,76.99,68.366,D
S1826,75.82,40.67,61.28,51.81,66.92,60.8095,D
S1827,40.64,86.22,79.9,99.59,92.56,80.578,B
S1828,92.79,78.78,56.25,98.98,74.74,75.676,C
S1829,66.68,57.58,98.92,66.73,95.76,77.236,C
S1830,95.89,69.66,72.73,64.55,55.09,70.565,C
S1831,69.73,42.52,91.11,57.3,83.43,68.155,D
S1832,81.65,51.55,88.43,66.46,94.29,75.2025,C
S1833,44.16,65.47,85.68,68.51,64.65,64.0045,D
S1834,84.71,90.04,91.37,87.41,56.78,79.532,C
S1835,60.28,68.78,55.02,93.31,72.83,69.265,D
S1836,61.08,75.18,83.92,87.34,98.07,82.135,B
S1837,47.12,92.43,63.29,82.32,81.67,73.562,C
S1838,48.81,58.53,89.29,88.3,82.2,71.6325,C
S1839,51.15,82.04,97.84,86.92,83.58,78.4095,C
S1840,59.69,91.7,95.07,73.79,51.99,70.315,C
S1841,93.52,52.16,55.75,66.79,72.28,68.2735,D
S1842,62.1,61.39,68.48,64.14,53.88,59.4275,F
S1843,83.46,98.79,68.22,83.97,65.79,76.9985,C
S1844,44.96,98.99,56.11,97.97,91.08,81.689,B
S1845,75.47,53.39,54.91,79.05,82.81,66.6375,D
S1846,68.91,43.99,69.24,95.63,99.78,74.947,C
S1847,98.68,56.26,99.6,50.71,58.61,69.726,D
S1848,90.77,63.86,78.45,89.72,69.85,75.875,C
S1849,67.29,66.46,81.09,92.68,90.48,79.444,C
S1850,86.51,77.13,73.55,81.55,60.78,73.2055,C
S1851,51.58,93.97,83.12,96.7,57.69,72.2495,C
S1852,73.74,59.82,97.83,79.5,71.38,72.5345,C
S1853,44.48,91,79.43,62.03,69.19,73.0165,C
S1854,60.89,45.61,53.25,60.79,99.01,64.4205,D
S1855,53.55,42.51,74.64,77.79,72.81,63.448,D
S1856,83.13,70.24,99.64,95.32,93.05,83.6825,B
S1857,69.41,43.58,69.37,53.62,94.4,66.319,D
S1858,85.06,63.55,79.69,80.22,57.89,67.149,D
S1859,70.92,93.81,55.33,88.49,85.77,77.27,C
S1860,45.19,54.49,57.06,55.77,63.88,58.661,F
S1861,84.12,82.36,93.73,55.84,54.74,73.6235,C
S1862,89.99,58.14,65.02,68.31,93.74,75.3445,C
S1863,94.21,42.7,65.27,63.69,64.62,63.927,D
S1864,74.32,73.4,69.36,59.92,67.27,68.86,D
S1865,85.22,90.09,98.32,59.93,66.2,79.9665,C
S1866,85.12,64.57,54.22,56.53,60.01,64.9245,D
S1867,49.34,77.04,90.94,80.54,71.73,71.04,C
S1868,49.85,94,67.08,84.41,71.41,73.2035,C
S1869,44.25,87.38,92.47,85.15,70.44,75.175,C
S1870,59.19,51.63,99.59,76.62,95.81,78.0195,C
S1871,68.41,84,67.43,97.65,66.99,74.653,C
S1872,99.87,70.11,56.47,94.03,51.52,70.3275,C
S1873,65.86,84.76,57.22,97.88,58.92,71.346,C
S1874,83.57,69.67,87.94,69.44,86.07,78.819,C
S1875,81.6,47.68,57.25,93.89,79.54,70.4685,C
S1876,52.27,74.19,63.02,88.14,97.59,75.817,C
S1877,43.51,69.53,60.22,67,84.72,66.953,D
S1878,72.76,71.08,67.78,55.33,59.71,66.202,D
S1879,82.02,92.73,53.72,84.13,56.03,69.4405,D
S1880,99.9,93.69,92.84,56.82,76.04,82.3575,B
S1881,61.52,67.21,93.01,64.69,83.26,74.474,C
S1882,93.78,67.34,70.65,75.02,58.28,68.5855,D
S1883,62.92,70.91,80.6,83.99,80.08,76.3835,C
S1884,81.36,71.18,82.1,96.31,93.25,84.715,B
S1885,75.9,97.02,87.46,79.66,86.38,85.154,B
S1886,43.18,78.96,76.03,83.57,83.21,73.6365,C
S1887,44.7,56.65,75.52,65.5,89.47,69.2115,D
S1888,41.25,71.89,81.57,84.36,55.2,63.6765,D
S1889,62.25,77.63,85.15,71.89,60.19,67.7135,D
S1890,84.75,78.39,67.33,92.85,51.9,70.9995,C
S1891,50.37,75.12,66.52,69.62,57.25,64.1405,D
S1892,76.35,50.66,63.49,73.41,95.66,70.905,C
S1893,57.33,42.02,77.44,71.63,61.11,60.3815,D
S1894,87.82,60.27,68.01,90.56,83.1,75.498,C
S1895,87.9,65.65,77.02,97.68,84.58,77.4725,C
S1896,86.52,43.71,70.3,66.36,82.27,69.0275,D
S1897,71.49,88.9,91.84,73.75,77.7,78.5795,C
S1898,57.07,60.64,53.66,85.3,74.31,63.9175,D
S1899,88.57,94.82,78.61,94.77,71,83.799,B
S1900,51.17,49.26,78.78,74.69,95.84,72.6735,C
S1901,57.39,43.42,69.19,55.44,50.48,51.815,F
S1902,51.04,68.94,71.05,68.43,52.67,62.8325,D
S1903,80.45,51.35,90.01,77.52,74.63,69.7425,D
S1904,81.17,96.24,64.03,70.88,66.53,73.472,C
S1905,79.15,40.62,93.57,59.33,70.41,63.409,D
S1906,64.94,64.76,94.82,51.85,99.89,76.516,C
S1907,46.01,95.6,82.53,84.37,88.76,80.171,B
S1908,94.67,63.07,88.64,99.64,93.87,86.029,B
S1909,70.46,45.59,80.65,95.96,68.43,65.399,D
S1910,64.42,58.17,76.26,84.16,61.98,64.4795,D
S1911,75.33,69.88,98.33,92.08,88.4,82.917,B
S1912,51.57,51.11,64.13,62.79,90.38,65.0355,D
S1913,47.95,67.99,57.71,81.12,77.49,67.6255,D
S1914,64.33,90.18,64.37,53.03,94.8,77.753,C
S1915,53.63,92.36,80.73,85.36,98.37,82.271,B
