Student_ID,Attendance (%),Study_Hours_per_Week,Sleep_Hours_per_Night,Extracurricular_Activities
S3997,68.71,8,8,Yes
S3998,81.03,24.9,7.3,No
S3999,88.13,18.4,6.5,Yes
S4000,86.78,21.9,5.3,No
S4001,90.72,9,7.6,Yes
S4002,51.61,5.2,5.6,Yes
S4003,52.39,29.2,5.7,Yes
S4004,89.47,25.3,7.7,No
S4005,76.65,15,6.8,No
S4006,78.91,16.4,4.9,Yes
S4007,52.63,28.2,7.4,Yes
S4008,62.77,10.2,5.3,Yes
S4009,81.92,25.1,7.8,No
S4010,92.96,5.4,6.4,No
S4011,95.85,26.9,7,No
S4012,75.02,19.7,7,No
S4013,77.27,16.9,4.7,No
S4014,91.65,22.7,7.3,No
S4015,76.88,6.7,8.3,Yes
S4016,75.84,9.9,8.5,No
S4017,95.25,15.2,7.4,No
S4018,89.5,20.4,8.8,No
S4019,95.45,8.6,7,Yes
S4020,60.91,14.5,5.3,Yes
S4021,76.22,11.5,7.3,Yes
S4022,92.12,21.1,8.5,Yes
S4023,55.56,28,5.8,Yes
S4024,89.73,9.1,5.3,Yes
S4025,59.15,9.7,8.8,Yes
S4026,90.41,20,7.8,Yes
S4027,80.6,16.3,4.2,No
S4028,59.66,23,6.8,Yes
S4029,73.67,12.2,5.2,No
S4030,84.1,18.6,5.4,Yes
S4031,81.69,14.7,4.4,No
S4032,71.36,12,5.2,No
S4033,94.97,23.2,6.5,No
S4034,75.96,24.9,4.4,No
S4035,75.29,13.2,8.4,Yes
S4036,53.11,20.6,7.9,Yes
S4037,96.11,9.5,5.9,No
S4038,58.86,24.8,4.7,No
S4039,76.42,12,9,Yes
S4040,90.18,9.3,6.8,No
S4041,60.77,28.5,6.1,No
S4042,76.37,15.6,5,Yes
S4043,62.03,21.1,5,Yes
S4044,87.98,25.2,8,Yes
S4045,78.22,22.2,6.6,No
S4046,92.8,19.1,8.9,No
S4047,94.73,14.3,8.8,No
S4048,82.44,28,5,Yes
S4049,86.27,8.3,9,Yes
S4050,77.46,27.1,8.9,No
S4051,69.22,22.7,8,Yes
S4052,82.41,19.3,6,Yes
S4053,95.41,13.1,5.1,Yes
S4054,70.83,8.7,4.5,No
S4055,65.72,16.1,4.3,No
S4056,69.42,24.6,8.1,Yes
S4057,71.77,23.6,8.7,No
S4058,53.68,21.1,7.9,Yes
S4059,74.92,29.8,7.8,Yes
S4060,74.72,29.3,6.1,No
S4061,79.42,15,7.2,Yes
S4062,68.14,9.8,7.4,No
S4063,80.66,16.6,5.3,No
S4064,93.91,26.1,7.7,No
S4065,97.77,16.5,4.7,No
S4066,79.18,13.4,5.5,No
S4067,52.13,23.5,6.9,No
S4068,98.46,21.3,6.7,Yes
S4069,85.29,29.2,7.5,No
S4070,66.8,18.7,6.9,No
S4071,57.36,29.2,4.2,No
S4072,57.17,12.3,8.9,Yes
S4073,58.39,26.6,7.8,Yes
S4074,52.28,13.8,8.4,Yes
S4075,95.11,25.2,8,Yes
S4076,77.04,28.1,5.1,Yes
S4077,85,20.6,8.7,Yes
S4078,91.41,23.2,8.9,Yes
S4079,89.58,29,4.4,No
S4080,94.13,14.4,4.8,Yes
S4081,98.36,17.8,9,Yes
S4082,71.95,27.5,5.5,No
S4083,97.52,21.8,8.1,No
S4084,86.16,26.8,4.4,No
S4085,53.53,20.5,7.7,Yes
S4086,84.09,23.5,7.5,No
S4087,84.34,5.3,8.7,Yes
S4088,95.29,13.5,7.6,No
S4089,68.65,24.3,4.2,No
S4090,79.25,15.1,6.3,Yes
S4091,50.61,14.1,5.7,No
S4092,66.6,28.8,6.9,No
S4093,53.11,18.8,6.1,Yes
S4094,76.09,9.8,5.4,No
S4095,90.87,16.8,7.3,No
S4096,60.32,18,5.6,No
S4097,76.37,29.7,8.3,No
S4098,60.2,23,5.6,Yes
S4099,56.03,18,6.6,No
S4100,75.55,15.8,8.1,Yes
S4101,53.96,27.9,8.1,Yes
S4102,79.37,21.1,6.9,Yes
S4103,51.57,13.9,5.9,No
S4104,55.34,16.6,6.8,No
S4105,77.5,12,8.2,No
S4106,79.57,29,5.1,Yes
S4107,51.45,22.5,4.6,No
S4108,78.67,14.8,6.9,Yes
S4109,91.93,9.6,6.9,Yes
S4110,86.12,9.4,5.5,No
S4111,56.56,16.9,6.2,Yes
S4112,79.62,16.7,4.4,No
S4113,83.61,15.4,4.7,No
S4114,51.86,26.3,8.1,No
S4115,92.77,29.5,6.3,No
S4116,95.31,13.9,4.5,No
S4117,92.52,12.4,8.8,No
S4118,91.23,24.3,5,No
S4119,87.25,16.2,5.6,Yes
S4120,81.67,10.4,8.9,Yes
S4121,83.93,9.5,4.9,Yes
S4122,90.32,12,8.8,Yes
S4123,83.12,5,7.6,Yes
S4124,66.39,28.5,6.1,Yes
S4125,68.8,15.8,7,No
S4126,94.85,7.1,6.5,No
S4127,50.86,9.1,8,No
S4128,84.94,13.1,4.3,Yes
S4129,97.74,18.8,8.1,No
S4130,85.31,22.6,8.9,No
S4131,99.7,12.7,6.1,Yes
S4132,84.38,28.9,5,Yes
S4133,51.72,24,4.5,No
S4134,91.35,25.6,5.7,No
S4135,64.23,13.1,4.7,Yes
S4136,72.3,14.5,5.1,No
S4137,65.6,18.5,7.3,No
S4138,63.43,16.3,6.1,Yes
S4139,71.57,11.5,8.5,Yes
S4140,68.94,29.9,6.3,Yes
S4141,81.67,26.2,4.8,Yes
S4142,90.66,10.9,4.7,Yes
S4143,64.85,27.3,7.5,Yes
S4144,60.69,19.7,7.2,No
S4145,83.34,5.3,7.5,No
S4146,83.52,13.7,5.7,No
S4147,95.06,5.6,8.6,No
S4148,50.8,7.2,4.6,Yes
S4149,92.65,9.5,4.2,No
S4150,76.05,17.1,7.7,Yes
S4151,81.07,14.5,7.4,Yes
S4152,54.57,8.7,6.5,Yes
S4153,71.63,14.9,4.2,No
S4154,61.37,12.6,4.6,No
S4155,62.71,15.3,5,Yes
S4156,75.2,9.3,7.2,Yes
S4157,90.62,20.2,7.3,No
S4158,87.19,6.1,7.4,No
S4159,79.55,14.7,8,Yes
S4160,76.97,27.4,4.1,No
S4161,71.37,15.5,7.2,Yes
S4162,98.64,16,5.3,Yes
S4163,78.01,6.7,6.9,Yes
S4164,62.7,20.1,7.7,No
S4165,61.5,28.4,7.6,No
S4166,80.57,12.3,5.4,Yes
S4167,76.14,14.8,5.8,No
S4168,50.38,19.7,8.6,Yes
S4169,91.5,7.3,8.2,No
S4170,85.21,28.8,5.3,Yes
S4171,83.09,16.7,6.9,Yes
S4172,53.44,7.9,4.5,No
S4173,68.1,13.4,7.3,Yes
S4174,96.77,14.3,7.1,Yes
S4175,93.13,13.6,5.3,Yes
S4176,64.28,22.3,6.1,No
S4177,57.85,13.6,7.9,Yes
S4178,72.45,13.1,5.3,No
S4179,67.79,13.1,7.8,Yes
S4180,84.11,24.4,5.6,Yes
S4181,98.32,12.7,8.2,No
S4182,68.15,5.3,4.2,No
S4183,53.11,14.1,5.3,Yes
S4184,94.88,12,4.9,Yes
S4185,51.9,27.7,8.5,Yes
S4186,97.64,16.9,6.1,Yes
S4187,83.23,10.9,6.7,No
S4188,97.08,29.5,5.2,No
S4189,59.98,11.2,4.6,No
S4190,52.03,24.1,7,Yes
S4191,74.41,21.2,5.4,Yes
S4192,72.53,16.6,8.6,Yes
S4193,66.57,15.1,6.4,Yes
S4194,97.88,26.8,4.7,No
S4195,91.13,16.9,4.1,Yes
S4196,83.08,14.4,5.2,No
S4197,58.14,13.9,5.6,Yes
S4198,86.72,11.9,5,No
S4199,86.35,15.2,5.8,No
S4200,71.25,8,8.4,Yes
S4201,96.24,6.6,4.2,Yes
S4202,58.35,18.5,8,Yes
S4203,63.37,16.4,6.1,No
S4204,53.16,9.3,8.5,No
S4205,89.77,7.7,7.3,No
S4206,81.09,8.6,4.8,Yes
S4207,65.75,12.9,8.8,Yes
S4208,58.19,16.3,4.8,Yes
S4209,52.01,9.8,5.7,No
S4210,58.34,23.9,8.9,No
S4211,72.66,9.8,5.1,No
S4212,62.36,8.1,7.2,No
S4213,62.95,29.9,8.9,Yes
S4214,93.78,16.2,7.4,Yes
S4215,75.76,9.3,7.3,Yes
S4216,86.46,27.4,7.1,Yes
S4217,51.79,10.8,6.8,No
S4218,68.26,28.1,8.7,No
S4219,73.96,8,6.7,No
S4220,59.32,26,7.3,No
S4221,56.01,9.6,7.7,No
S4222,93.52,28.5,6.6,No
S4223,96.97,19.4,8.4,Yes
S4224,53.94,9.7,4.1,Yes
S4225,67.45,26.1,6,No
S4226,97.91,14.8,7.1,No
S4227,54.16,23.3,4.1,Yes
S4228,82.18,21.1,8.7,No
S4229,98.61,22.9,8.1,No
S4230,98.91,13.6,5.1,Yes
S4231,73.56,28.5,5.7,No
S4232,58.14,19,7.4,Yes
S4233,60.1,6.9,5.7,Yes
S4234,94.48,6.7,8.3,No
S4235,95.58,23.5,5.2,Yes
S4236,80.39,26.2,8.1,Yes
S4237,88.31,22.4,6.3,No
S4238,87,11.9,6.3,No
S4239,83.09,10.6,4.8,Yes
S4240,91.36,19.1,8.9,Yes
S4241,84.27,9.9,5.7,Yes
S4242,76.7,14.5,5,Yes
S4243,61.85,20.7,4.2,No
S4244,87.19,12.1,6.5,Yes
S4245,73.67,14.4,4.2,Yes
S4246,64.74,14,6.3,Yes
S4247,90.1,16.5,8.5,No
S4248,84.84,21.9,6.5,No
S4249,96.87,24.6,4.2,Yes
S4250,58.27,21.6,5.3,Yes
S4251,82.46,5.7,4.2,No
S4252,62.21,27.4,8.4,Yes
S4253,95.18,19.5,5.2,No
S4254,54.97,28,4.3,No
S4255,82.81,29.1,8.8,Yes
S4256,89.55,16.7,6.4,Yes
S4257,67.75,27.9,6,Yes
S4258,97.71,14.1,8.6,Yes
S4259,92.54,11.5,6.7,Yes
S4260,64.73,6.8,5.4,No
S4261,50.38,16.3,8,Yes
S4262,64.83,22.2,5.4,No
S4263,64.07,29.4,6.2,Yes
S4264,94.5,18,8,Yes
S4265,98.36,23.4,8.7,Yes
S4266,53.52,27.4,7,No
S4267,73.56,18.6,6.5,No
S4268,77.42,9.2,4.4,No
S4269,54.65,26.2,7.1,Yes
S4270,68.87,19.4,5.6,No
S4271,65.85,24,6.6,No
S4272,76.8,21.5,7.7,No
S4273,83.06,6.5,7.2,Yes
S4274,85.17,9.2,4.5,No
S4275,56.84,12.2,6,No
S4276,90.65,12.1,5,Yes
S4277,83.93,26,4.8,No
S4278,94.45,20,5.1,Yes
S4279,72.47,7.1,8.6,No
S4280,94.69,14.7,7.6,No
S4281,93.29,18.9,8.5,Yes
S4282,71.92,11.3,6.5,No
S4283,69.06,6,4,Yes
S4284,96.64,14.5,4.2,No
S4285,85.76,16.5,4.7,Yes
S4286,96.41,27.6,7.9,No
S4287,89.85,27.7,5,No
S4288,80.46,17.5,4.5,Yes
S4289,55.79,16.8,8.3,Yes
S4290,64.57,21,5.1,No
S4291,98.44,11.5,6.5,Yes
S4292,65.97,12.1,5.7,No
S4293,54.66,5.1,8.5,Yes
S4294,85.38,7,7.5,Yes
S4295,86.7,9.5,6.3,Yes
S4296,64.27,21,8.3,Yes
S4297,64.88,10.3,7.6,No
S4298,73.44,8.1,8,Yes
S4299,51.09,20.4,8.9,No
S4300,89.47,21.3,5,No
S4301,65.85,6.5,5,No
S4302,92.69,24.3,6.8,No
S4303,90.13,20.2,6.7,No
S4304,83.07,14.9,8.3,No
S4305,66.24,29.6,4.8,No
S4306,75.82,5.3,6.1,Yes
S4307,72.24,18.6,6.6,No
S4308,66.94,9,6.3,No
S4309,92.41,13.2,4.3,No
S4310,74.18,8.3,4.7,No
S4311,91.64,21.7,4.8,No
S4312,55.26,15,7,Yes
S4313,57.05,29.7,6.1,Yes
S4314,98.87,21.3,4.9,No
S4315,79.39,27.9,7.7,Yes
S4316,75.49,11,8,No
S4317,76.16,13,5.1,Yes
S4318,60.76,14.1,7.6,No
S4319,85.94,26,4.3,No
S4320,54.24,10.3,8.3,Yes
S4321,78.67,28.7,8.8,No
S4322,78.54,6.1,4.8,Yes
S4323,95.71,27.2,7.9,Yes
S4324,76.31,16.3,4.5,Yes
S4325,56.85,18.1,8.8,No
S4326,78.64,29.9,6.3,No
S4327,54.57,26.8,6.7,No
S4328,60.19,27.6,7.8,No
S4329,51.56,19.6,5.2,Yes
S4330,75.66,28.9,6,Yes
S4331,54.23,22.2,4.4,Yes
S4332,73.47,25.5,7.1,Yes
S4333,96.65,23,8,Yes
S4334,85.99,24.5,8.3,Yes
S4335,53.87,20.9,6.7,No
S4336,61.21,23.2,7.8,No
S4337,83.68,15.9,4.7,Yes
S4338,94.74,22.7,7.7,No
S4339,51.65,11.9,4,Yes
S4340,90.62,20.9,5,Yes
S4341,78.09,18.1,7.2,No
S4342,77.3,27.5,5.6,No
S4343,97.89,21.8,6.1,No
S4344,87.38,19.9,8.1,No
S4345,92.51,12.8,6.9,No
S4346,67.7,26.6,6,No
S4347,77.72,6.4,6.3,No
S4348,80.77,27.5,8.2,No
S4349,66.08,21.3,6.4,No
S4350,78.51,9.7,8.4,No
S4351,61.83,27.6,5.2,Yes
S4352,57.17,13.2,6.7,No
S4353,68.7,9.2,5.8,No
S4354,86.96,13,7,Yes
S4355,95.81,29,6.9,No
S4356,72.89,23.8,6.9,No
S4357,82.14,27.9,6.6,Yes
S4358,55.15,12.5,6.3,No
S4359,95.22,7.1,8.6,Yes
S4360,78.43,19.1,5.3,Yes
S4361,89.02,17.1,6.2,Yes
S4362,89.72,23,5.1,Yes
S4363,62.82,18.6,5.7,No
S4364,76.46,14.9,5.2,No
S4365,98.02,5.1,7.3,No
S4366,54.48,16.7,7.5,No
S4367,84.15,8,5.4,Yes
S4368,98.11,28.1,8.9,Yes
S4369,65.03,28,5.4,Yes
S4370,93.07,25.1,8.1,No
S4371,96.68,8.9,5.5,Yes
S4372,87.35,8.7,6.1,Yes
S4373,61.57,19.1,7.3,Yes
S4374,66.7,23.2,6.8,Yes
S4375,51.79,27.6,6.5,No
S4376,91.57,27.4,8,No
S4377,92.48,8.9,7.5,No
S4378,81.64,29.9,8.6,Yes
S4379,67.63,8.9,5.2,Yes
S4380,53.84,26,4.1,No
S4381,87.65,19.7,9,Yes
S4382,86.33,22,5.4,Yes
S4383,95.63,20.1,4.2,No
S4384,86.53,26.7,5.2,No
S4385,91.43,20.9,7.3,No
S4386,87.3,26.2,6.9,No
S4387,81.53,8.9,5,No
S4388,71.35,26.7,4.9,Yes
S4389,95.11,29.8,6.2,No
S4390,82.55,21.5,4.1,No
S4391,69.92,29.4,4,No
S4392,54.17,10.5,7.1,No
S4393,64.54,25.7,5.6,Yes
S4394,77.19,9.2,4.1,Yes
S4395,63.78,17.9,6.3,No
S4396,61.06,21.6,8.7,Yes
S4397,76.37,21.5,5.3,Yes
S4398,58.49,21.8,5.3,No
S4399,90.02,13,6.3,Yes
S4400,74.22,29.3,4.7,No
S4401,78.69,5.2,7.2,Yes
S4402,57.37,20.5,8.2,No
S4403,66.23,26.7,5,Yes
S4404,70.5,27.3,7.3,No
S4405,90.41,23,8.4,Yes
S4406,88.51,19.4,8.5,Yes
S4407,61.15,16.4,6.8,Yes
S4408,80.81,16.2,4.8,No
S4409,62.17,15.6,7.3,Yes
S4410,99.41,22.5,7.7,Yes
S4411,97.61,23.3,7.8,No
S4412,78.16,17.9,8.7,Yes
S4413,84.95,23.5,7.1,Yes
S4414,90.07,18.2,6.3,No
S4415,86.05,7.4,6.5,Yes
S4416,84.99,26.3,5.6,No
S4417,97.93,26.8,4.3,No
S4418,79.82,11.7,7.6,No
S4419,81.82,24.7,4.1,No
S4420,92.46,17.8,4.3,No
S4421,83.49,8.1,5.7,No
S4422,86.65,14.9,8.7,Yes
S4423,61.71,6.9,6.4,No
S4424,68.56,24.7,5.1,No
S4425,57.37,9.9,8.5,No
S4426,75.29,9.1,6.9,Yes
S4427,72.79,10.2,5.8,No
S4428,99.86,10.7,7.6,Yes
S4429,80.56,21.8,6.2,No
S4430,89.32,21,7.6,No
S4431,66.7,8.2,5.1,No
S4432,91.58,23.1,4.8,Yes
S4433,80.75,13.7,6.3,No
S4434,84.85,16.4,5.6,Yes
S4435,64.72,8.1,7,Yes
S4436,77.43,22.7,7.9,Yes
S4437,81.7,14.4,8.5,Yes
S4438,79.45,20.8,7.8,No
S4439,95.76,15.7,5.7,Yes
S4440,94.91,6.2,7.6,No
S4441,98.55,22.6,6.6,No
S4442,83.37,18.8,8.5,Yes
S4443,98.6,15.9,7.5,No
S4444,91.62,10,4.8,No
S4445,63.54,20.6,4.4,Yes
S4446,71.37,11.9,6.7,No
S4447,61.92,15.7,5.8,No
S4448,50.21,6.4,4.8,Yes
S4449,59.4,24.4,8,Yes
S4450,50.2,7.3,5.9,Yes
S4451,85.99,27.3,4.4,No
S4452,71.28,26.7,5.3,Yes
S4453,65.63,29.3,7.4,Yes
S4454,88.09,27.7,7.2,Yes
S4455,91.62,29.3,5.3,No
S4456,98.76,27.2,5.7,Yes
S4457,82.1,7.8,4.2,No
S4458,73.08,15.9,8.8,No
S4459,65.26,6.9,5.6,Yes
S4460,61.12,18.6,8.6,No
S4461,60.65,18.2,8.1,No
S4462,70.46,28.1,5.7,No
S4463,99.59,29.2,7.5,Yes
S4464,50.04,11.5,6.4,No
S4465,59.86,19.6,8.9,No
S4466,59.42,16.6,7.2,Yes
S4467,85.86,18.7,6.6,No
S4468,67.62,18.3,7.2,Yes
S4469,72.86,27.9,5.1,No
S4470,57.43,27.4,5.5,Yes
S4471,70.25,8.1,7.6,Yes
S4472,55.16,13.6,4.4,No
S4473,76.65,23.8,5.5,Yes
S4474,54.9,22.1,7.1,No
S4475,89.53,20.8,9,No
S4476,78.33,29.8,8.6,Yes
S4477,86.2,13.4,8.2,No
S4478,70.93,17.9,6.5,No
S4479,69.07,29.5,8,No
S4480,54.91,22.4,6.8,No
S4481,76.19,21.2,6.3,No
S4482,75.73,8.9,5.1,Yes
S4483,73.41,11.2,8.8,No
S4484,87.03,14.4,7,No
S4485,91.63,16.6,7.4,No
S4486,87.54,17.4,4.7,Yes
S4487,57.19,27.6,6.2,Yes
S4488,81.1,7.7,8.8,Yes
S4489,54.02,11.2,7.8,Yes
S4490,84.73,8.6,8.4,No
S4491,69.09,23.4,6,Yes
S4492,56.62,29.3,4.3,Yes
S4493,93.1,27.3,5.8,No
S4494,80.7,23.1,5.9,No
S4495,67.74,5.5,5.5,No
S4496,51.54,13.7,6.6,Yes
S4497,76.87,26.6,5,No
S4498,96.16,21.3,8.7,Yes
S4499,79.82,10.2,8.5,Yes
S4500,98.58,16.7,5.3,Yes
S4501,56.82,7.2,7.3,No
S4502,78.42,18,6.5,No
S4503,89.91,27.5,5.3,No
S4504,76.28,6,8.5,No
S4505,54.55,20.3,5.2,Yes
S4506,79.14,10.8,7.1,Yes
S4507,80.59,29.8,5.7,No
S4508,86.44,6.6,8.1,Yes
S4509,88.06,20.4,7.1,Yes
S4510,88.54,11.4,8.2,Yes
S4511,83.17,27.1,5.7,No
S4512,60.79,8,4.1,Yes
S4513,70.21,15.7,5.1,No
S4514,88.81,9.6,8.1,Yes
S4515,97.67,25,5.6,Yes
S4516,53.95,13.8,5.6,Yes
S4517,76.78,9.7,6.2,Yes
S4518,65.63,23.1,5.4,No
S4519,61.27,25.4,8,No
S4520,75.29,16.6,5.6,No
S4521,80.3,14.5,7,Yes
S4522,50.49,20.8,6.3,No
S4523,89.01,21.3,5.4,No
S4524,90.99,21.5,5.3,No
S4525,98.28,11.9,6.5,No
S4526,59.03,28.5,5.1,Yes
S4527,79.73,10.3,5.7,Yes
S4528,71.33,14.4,4.2,Yes
S4529,66.74,12.1,8,Yes
S4530,78.28,28.3,4.2,No
S4531,89.12,25.7,8.4,Yes
S4532,51.15,25.3,4.2,Yes
S4533,98.47,5.1,8.2,Yes
S4534,90.49,22.1,7.2,No
S4535,87.56,10.8,6.5,Yes
S4536,88.02,29.2,4.7,No
S4537,69.45,18.3,5.3,Yes
S4538,87.58,19.1,7.5,No
S4539,69.34,13.9,6.6,Yes
S4540,94.94,18.4,6.6,Yes
S4541,58.86,23.7,4.7,Yes
S4542,64.62,19,6.4,Yes
S4543,77.57,21,7,No
S4544,65.96,16.8,4.6,No
S4545,71.21,22.9,8.9,No
S4546,74.62,27.5,8.2,No
S4547,92.82,6.3,5.6,No
S4548,76.16,7.7,6.8,No
S4549,68.12,22.1,6.8,No
S4550,62.39,14.4,4.5,No
S4551,70.43,12,6.2,Yes
S4552,75.79,9.5,5,Yes
S4553,87.31,19.3,5.7,Yes
S4554,56.05,13.7,8.7,Yes
S4555,61.08,17.7,6.8,No
S4556,68.98,29,4.3,Yes
S4557,68.02,24,7.4,Yes
S4558,69.59,24.9,9,Yes
S4559,89.68,8.1,4.8,No
S4560,66.21,13.1,7.4,Yes
S4561,75.09,7.7,8.1,No
S4562,81.2,29.2,8.2,Yes
S4563,61.61,22.1,7.5,Yes
S4564,85.93,5.5,8.5,No
S4565,77.36,16.9,4.2,No
S4566,72.34,11.6,4.3,Yes
S4567,90.49,18.5,4.7,No
S4568,62.17,9.5,4.2,No
S4569,94.16,6.4,4.6,Yes
S4570,78.05,13.1,8.1,No
S4571,80.46,12.4,8.5,No
S4572,93.75,22.9,5.7,Yes
S4573,90.88,16.9,8.8,Yes
S4574,80.08,12.3,6.1,Yes
S4575,87.66,19.3,4.9,Yes
S4576,71.67,6.8,7.4,No
S4577,77.37,21.6,6.1,Yes
S4578,53.1,8.7,4.1,No
S4579,54.49,12,8.8,Yes
S4580,91.47,12.1,7,No
S4581,52.98,16.6,7.1,No
S4582,58.47,28.8,8.9,Yes
S4583,89.79,13.1,8.2,No
S4584,50.06,12,5.8,No
S4585,64.12,9.2,4.2,No
S4586,79.2,14.8,5.1,No
S4587,79.77,9.6,5.8,Yes
S4588,88.86,8.4,8.8,Yes
S4589,75.3,26.4,8.4,No
S4590,75.47,6.3,4.1,Yes
S4591,86.27,22.8,8.9,No
S4592,74.93,10.1,5.3,Yes
S4593,80.42,5.3,7.9,Yes
S4594,94.89,24.9,4.6,No
S4595,70.07,22.6,5.1,No
S4596,69.26,13.4,6.5,Yes
S4597,50.18,7,7.5,Yes
S4598,80.67,14,5.7,No
S4599,51.49,9.5,8.4,No
S4600,75.21,28.3,8.7,No
S4601,90.21,18.2,4.6,No
S4602,77.5,29.1,7.6,Yes
S4603,63.48,13.8,4.7,No
S4604,89.31,18.9,5.7,Yes
S4605,63.49,9.8,8.1,Yes
S4606,86.65,25.2,5.7,Yes
S4607,80.51,6,8.5,No
S4608,58.5,22.4,6.1,Yes
S4609,95.26,14.8,5.5,No
S4610,60.03,19.5,8.9,No
S4611,99.48,19.8,6.2,Yes
S4612,50.37,22.8,7.7,Yes
S4613,63.17,10.1,7,No
S4614,59.99,18.3,5,No
S4615,50.7,15.7,6.5,No
S4616,86.62,12.1,4.4,Yes
S4617,84.67,17.4,7.5,No
S4618,89.62,28.8,6.6,No
S4619,62.83,28.7,4.6,Yes
S4620,72.22,12,7.8,No
S4621,82.96,27.1,8,Yes
S4622,71.99,26.9,7.7,No
S4623,84.87,11.2,5.6,Yes
S4624,81.7,20,7.6,No
S4625,55.73,26.7,6.9,Yes
S4626,89.05,17.9,6.7,Yes
S4627,86.03,14.2,7.2,No
S4628,82.79,21.3,7.2,Yes
S4629,57.75,9.3,8,No
S4630,63.4,9,8.9,No
S4631,69.66,25.8,7.6,Yes
S4632,64,6,6.2,No
S4633,61.39,25.1,6.3,Yes
S4634,90.27,12.3,4.1,No
S4635,81.91,17.1,4.8,No
S4636,78.27,18.6,5.1,No
S4637,61.3,24.2,9,No
S4638,95.9,27.1,7.8,No
S4639,59.56,25.1,4.7,Yes
S4640,89.75,19.3,6.5,Yes
S4641,98.33,13.7,5.1,Yes
S4642,86.35,18.2,5.5,No
S4643,99.64,5.8,7,No
S4644,82.55,11.1,7,Yes
S4645,60.87,14.2,8.4,Yes
S4646,60.19,13,4.8,Yes
S4647,66.23,7.4,6.5,No
S4648,50.36,6.3,7,No
S4649,84.08,15.5,8.7,Yes
S4650,63.43,6.9,6.6,No
S4651,90.76,12.2,5.7,No
S4652,67.96,16.9,5.5,No
S4653,74,10.2,5.1,Yes
S4654,98.28,7,8.8,No
S4655,62.11,15.8,7,No
S4656,86.06,16.2,5.5,No
S4657,87.76,27.9,7.7,No
S4658,61.05,8.2,5.4,Yes
S4659,75.05,20.4,6.5,Yes
S4660,67.51,13,4.1,No
S4661,88.6,8.1,8.2,Yes
S4662,81.12,14.8,8.8,Yes
S4663,73.8,15.7,8.3,No
S4664,88.97,14.1,4.9,No
S4665,61.76,24.1,8.1,Yes
S4666,87.68,26,5.7,No
S4667,93.27,8.7,8.7,No
S4668,93.93,9.2,5.5,Yes
S4669,89.18,15.5,4.4,No
S4670,70.4,13,8.3,No
S4671,99.09,25.5,4.6,Yes
S4672,68.98,29.9,6.7,Yes
S4673,81.93,9.5,5.9,No
S4674,58.05,24.1,7.8,No
S4675,99.02,20.2,7.7,Yes
S4676,85.2,21.1,7.9,No
S4677,87.67,11.6,4.3,Yes
S4678,53.29,7.4,8.3,Yes
S4679,88.17,18.6,6.3,No
S4680,88.74,20.3,5.1,No
S4681,83.59,29.1,5.5,No
S4682,64.6,21.9,8.5,Yes
S4683,74.48,16.1,4,No
S4684,55.52,29.9,8,No
S4685,73.58,14.3,8.6,No
S4686,62.19,9.1,5.3,No
S4687,67.45,20.4,8.1,No
S4688,58.13,11.7,4.8,Yes
S4689,61.5,28.1,4.1,Yes
S4690,53.83,15.7,7,Yes
S4691,96,8.7,7.2,Yes
S4692,76.52,8.5,4.8,No
S4693,69.84,21.2,6.6,Yes
S4694,76.75,14.1,5.9,No
S4695,81.41,14.1,4.4,Yes
S4696,96.09,20.3,6.5,Yes
S4697,58.93,10.5,6.9,Yes
S4698,64.78,8.6,5.1,Yes
S4699,98.79,21.4,7.7,Yes
S4700,68.56,5.1,4.4,Yes
S4701,51.13,27.7,6.8,No
S4702,57.38,9.6,5.5,Yes
S4703,51.32,16.2,6.2,Yes
S4704,99.5,10.3,8.5,No
S4705,63.94,10.5,7.3,Yes
S4706,96.18,25.9,4.7,No
S4707,99.79,19.6,8.4,Yes
S4708,79.99,12.8,5.9,No
S4709,51.66,11.3,5.7,No
S4710,54.08,10.3,6.5,No
S4711,74.08,18.9,5,No
S4712,70.31,23.3,8.6,Yes
S4713,80.31,11.3,6.3,No
S4714,71.94,13.3,6,No
S4715,96.7,23,4.9,No
S4716,76.74,23.4,8,No
S4717,84.69,10.2,8.8,No
S4718,94.82,14.6,8.3,No
S4719,57.34,26.7,4.8,Yes
S4720,61.49,23.5,7.8,Yes
S4721,55.37,9.1,5,Yes
S4722,56.98,14.6,4.2,No
S4723,75.63,29.3,6.4,Yes
S4724,66.06,18.1,7.4,No
S4725,71.16,23,4.6,Yes
S4726,99.12,7.3,7,Yes
S4727,57.84,25.8,8.2,Yes
S4728,77.04,20.1,5,Yes
S4729,54.94,9.4,6.1,Yes
S4730,65.92,14.5,6.5,Yes
S4731,76.38,7.1,8.2,Yes
S4732,97.33,24.4,7.9,Yes
S4733,69.56,23.6,7.8,Yes
S4734,53.25,17.3,7.4,No
S4735,69.41,16.3,7.1,Yes
S4736,57.29,16.6,6.5,No
S4737,61.5,5.9,5.8,No
S4738,80.9,14.2,6.6,Yes
S4739,53.37,8.2,8.3,No
S4740,73.24,9.6,6.9,Yes
S4741,80.47,29.1,8.9,No
S4742,71.09,11.5,4.7,Yes
S4743,50.96,17.1,6.2,Yes
S4744,99.28,27.2,5,Yes
S4745,68.36,15.3,5.8,Yes
S4746,88.93,18.2,7.9,Yes
S4747,66.28,9.2,8.1,Yes
S4748,73.75,12.1,4.2,No
